證券代碼,簡稱,年月日,開盤價,最高價,最低價,收盤價,成交量
0050   ,元大台灣50   ,20140909,   69.40,   69.50,   69.25,   69.25,     7410
0050   ,元大台灣50   ,20140910,   68.95,   68.95,   68.05,   68.65,    17854
0050   ,元大台灣50   ,20140911,   68.70,   68.70,   68.40,   68.40,     8677
0050   ,元大台灣50   ,20140912,   68.40,   68.40,   67.60,   67.75,    19509
0050   ,元大台灣50   ,20140915,   67.15,   67.75,   67.15,   67.75,    13125
0050   ,元大台灣50   ,20140916,   67.65,   67.65,   67.15,   67.20,    18030
0050   ,元大台灣50   ,20140917,   67.50,   68.20,   67.45,   67.70,    16515
0050   ,元大台灣50   ,20140918,   67.70,   68.05,   67.60,   67.85,    16231
0050   ,元大台灣50   ,20140919,   68.20,   68.25,   67.85,   68.00,    12117
0050   ,元大台灣50   ,20140922,   67.35,   67.35,   66.55,   66.95,    27057
0050   ,元大台灣50   ,20140923,   66.90,   67.00,   66.65,   66.80,    14803
0050   ,元大台灣50   ,20140924,   66.55,   66.80,   66.30,   66.55,    25198
0050   ,元大台灣50   ,20140925,   66.70,   66.85,   65.70,   65.95,    23056
0050   ,元大台灣50   ,20140926,   65.50,   65.85,   65.25,   65.60,    23172
0050   ,元大台灣50   ,20140929,   65.65,   65.70,   65.20,   65.40,    17179
0050   ,元大台灣50   ,20140930,   65.30,   65.65,   64.65,   65.30,    20703
0050   ,元大台灣50   ,20141001,   65.05,   65.65,   64.85,   65.50,    17507
0050   ,元大台灣50   ,20141002,   65.00,   65.75,   64.90,   65.50,    11487
0050   ,元大台灣50   ,20141003,   65.80,   66.70,   65.60,   66.70,    16238
0050   ,元大台灣50   ,20141006,   66.65,   66.70,   66.15,   66.65,     6657
0050   ,元大台灣50   ,20141007,   66.25,   66.25,   65.70,   66.10,    11314
0050   ,元大台灣50   ,20141008,   65.80,   66.05,   65.70,   65.70,     8106
0050   ,元大台灣50   ,20141009,   66.10,   66.45,   65.70,   66.00,    15003
0050   ,元大台灣50   ,20141013,   64.15,   64.55,   63.80,   64.00,    19670
0050   ,元大台灣50   ,20141014,   64.00,   64.60,   64.00,   64.55,    12914
0050   ,元大台灣50   ,20141015,   64.45,   64.80,   63.95,   64.10,    14412
0050   ,元大台灣50   ,20141016,   63.65,   64.35,   63.25,   64.00,    24720
0050   ,元大台灣50   ,20141017,   64.25,   64.40,   63.35,   63.35,    15739
0050   ,元大台灣50   ,20141020,   64.25,   64.60,   63.90,   64.60,    10883
0050   ,元大台灣50   ,20141021,   64.40,   64.55,   64.20,   64.30,     7237
0050   ,元大台灣50   ,20141022,   65.10,   65.45,   65.00,   65.30,     9342
0050   ,元大台灣50   ,20141023,   65.30,   65.30,   65.00,   65.05,     7088
0050   ,元大台灣50   ,20141024,   63.85,   63.85,   62.80,   63.05,    22503
0050   ,元大台灣50   ,20141027,   63.40,   63.45,   63.00,   63.25,     8078
0050   ,元大台灣50   ,20141028,   64.00,   64.35,   64.00,   64.35,    11178
0050   ,元大台灣50   ,20141029,   64.60,   65.00,   64.50,   65.00,     9403
0050   ,元大台灣50   ,20141030,   64.85,   64.95,   64.55,   64.80,     9083
0050   ,元大台灣50   ,20141031,   65.00,   65.30,   64.70,   65.30,    16609
0050   ,元大台灣50   ,20141103,   65.30,   65.90,   65.30,   65.60,    10607
0050   ,元大台灣50   ,20141104,   65.75,   66.05,   65.55,   65.65,    11030
0050   ,元大台灣50   ,20141105,   65.80,   65.85,   65.35,   65.50,    10539
0050   ,元大台灣50   ,20141106,   65.55,   65.70,   64.95,   65.10,    21140
0050   ,元大台灣50   ,20141107,   65.00,   65.25,   64.70,   65.20,    10652
0050   ,元大台灣50   ,20141110,   65.40,   66.30,   65.25,   66.15,    16374
0050   ,元大台灣50   ,20141111,   66.25,   66.35,   65.95,   65.95,    15092
0050   ,元大台灣50   ,20141112,   65.75,   65.85,   64.90,   65.00,    18800
0050   ,元大台灣50   ,20141113,   65.00,   65.65,   65.00,   65.65,    10844
0050   ,元大台灣50   ,20141114,   65.30,   65.80,   65.30,   65.70,    11059
0050   ,元大台灣50   ,20141117,   66.05,   66.10,   64.80,   65.10,    17461
0050   ,元大台灣50   ,20141118,   65.30,   65.60,   64.80,   64.90,     9940
0050   ,元大台灣50   ,20141119,   65.15,   66.10,   65.15,   65.85,    18485
0050   ,元大台灣50   ,20141120,   66.05,   66.70,   66.05,   66.60,    20762
0050   ,元大台灣50   ,20141121,   66.60,   66.80,   66.45,   66.65,    11947
0050   ,元大台灣50   ,20141124,   66.90,   67.20,   66.75,   66.80,    13197
0050   ,元大台灣50   ,20141125,   66.65,   67.05,   66.45,   66.85,    13192
0050   ,元大台灣50   ,20141126,   66.75,   66.90,   66.65,   66.85,     8909
0050   ,元大台灣50   ,20141127,   67.15,   67.85,   67.15,   67.50,    16528
0050   ,元大台灣50   ,20141128,   67.55,   67.70,   67.35,   67.50,     9382
0050   ,元大台灣50   ,20141201,   66.30,   67.45,   66.15,   66.80,    21282
0050   ,元大台灣50   ,20141202,   66.35,   66.50,   65.65,   65.80,    19739
0050   ,元大台灣50   ,20141203,   65.80,   67.00,   65.70,   66.85,    11865
0050   ,元大台灣50   ,20141204,   67.25,   67.45,   67.10,   67.10,    11366
0050   ,元大台灣50   ,20141205,   67.10,   67.10,   66.75,   66.85,     4318
0050   ,元大台灣50   ,20141208,   67.05,   67.05,   66.35,   66.35,     7633
0050   ,元大台灣50   ,20141209,   66.25,   66.30,   66.00,   66.20,     4620
0050   ,元大台灣50   ,20141210,   65.95,   66.15,   65.15,   65.30,    12851
0050   ,元大台灣50   ,20141211,   65.05,   65.35,   64.70,   65.25,     6920
0050   ,元大台灣50   ,20141212,   65.25,   65.50,   65.15,   65.30,     4477
0050   ,元大台灣50   ,20141215,   64.75,   65.10,   64.50,   65.10,    10562
0050   ,元大台灣50   ,20141216,   64.80,   65.00,   64.55,   64.55,    12711
0050   ,元大台灣50   ,20141217,   64.55,   64.55,   63.40,   63.55,    19575
0050   ,元大台灣50   ,20141218,   63.95,   64.10,   63.65,   63.70,     8593
0050   ,元大台灣50   ,20141219,   64.70,   65.30,   64.60,   65.20,    17192
0050   ,元大台灣50   ,20141222,   65.35,   66.00,   65.30,   66.00,     7443
0050   ,元大台灣50   ,20141223,   66.15,   66.30,   65.75,   65.80,     5242
0050   ,元大台灣50   ,20141224,   65.90,   66.40,   65.85,   66.30,     6957
0050   ,元大台灣50   ,20141225,   66.35,   66.40,   66.15,   66.30,     4417
0050   ,元大台灣50   ,20141226,   66.35,   66.50,   66.20,   66.45,    21313
0050   ,元大台灣50   ,20141227,   66.75,   66.75,   66.45,   66.60,     3791
0050   ,元大台灣50   ,20141229,   66.60,   67.30,   66.55,   67.20,    11101
0050   ,元大台灣50   ,20141230,   67.15,   67.45,   66.85,   66.85,     8583
0050   ,元大台灣50   ,20141231,   66.80,   67.00,   66.60,   66.85,     7418
0050   ,元大台灣50   ,20150105,   66.40,   66.75,   66.00,   66.55,     6295
0050   ,元大台灣50   ,20150106,   65.75,   65.75,   64.75,   64.90,    19501
0050   ,元大台灣50   ,20150107,   64.70,   65.25,   64.70,   65.00,     6991
0050   ,元大台灣50   ,20150108,   65.50,   66.60,   65.50,   66.50,    13153
0050   ,元大台灣50   ,20150109,   66.90,   66.95,   66.05,   66.15,     5891
0050   ,元大台灣50   ,20150112,   65.80,   66.15,   65.65,   65.75,     9060
0050   ,元大台灣50   ,20150113,   65.60,   66.40,   65.40,   65.95,     6151
0050   ,元大台灣50   ,20150114,   66.00,   66.05,   65.40,   65.60,     7205
0050   ,元大台灣50   ,20150115,   65.65,   65.95,   65.35,   65.80,     3525
0050   ,元大台灣50   ,20150116,   66.25,   66.40,   65.35,   65.50,     9317
0050   ,元大台灣50   ,20150119,   66.30,   66.75,   66.05,   66.25,    17591
0050   ,元大台灣50   ,20150120,   66.50,   66.90,   66.35,   66.75,    10097
0050   ,元大台灣50   ,20150121,   67.20,   67.30,   67.00,   67.25,    17556
0050   ,元大台灣50   ,20150122,   67.50,   67.90,   67.45,   67.60,    16125
0050   ,元大台灣50   ,20150123,   68.25,   68.70,   68.25,   68.70,    35859
0050   ,元大台灣50   ,20150126,   68.55,   68.85,   68.45,   68.70,    20460
0050   ,元大台灣50   ,20150127,   69.00,   69.25,   68.80,   69.15,    36217
0050   ,元大台灣50   ,20150128,   68.80,   69.20,   68.80,   69.15,    35993
0050   ,元大台灣50   ,20150129,   69.05,   69.05,   68.15,   68.30,    19790
0050   ,元大台灣50   ,20150130,   68.60,   68.60,   68.00,   68.00,     4264
0050   ,元大台灣50   ,20150202,   68.20,   68.35,   67.90,   68.15,     5810
0050   ,元大台灣50   ,20150203,   68.35,   68.85,   68.10,   68.65,    16645
0050   ,元大台灣50   ,20150204,   69.20,   69.50,   69.05,   69.40,    20357
0050   ,元大台灣50   ,20150205,   69.05,   69.25,   68.80,   69.10,     4783
0050   ,元大台灣50   ,20150206,   69.10,   69.20,   68.65,   68.75,     4107
0050   ,元大台灣50   ,20150209,   68.75,   68.75,   68.25,   68.50,     3512
0050   ,元大台灣50   ,20150210,   68.45,   68.50,   68.20,   68.25,     8023
0050   ,元大台灣50   ,20150211,   68.70,   69.25,   68.70,   69.00,     7199
0050   ,元大台灣50   ,20150212,   69.00,   69.20,   68.80,   69.00,     9310
0050   ,元大台灣50   ,20150213,   69.35,   69.65,   69.35,   69.45,     7599
0050   ,元大台灣50   ,20150224,   69.95,   70.45,   69.95,   70.25,    14549
0050   ,元大台灣50   ,20150225,   70.70,   70.90,   70.55,   70.80,    23253
0050   ,元大台灣50   ,20150226,   70.55,   70.65,   70.05,   70.30,     8688
0050   ,元大台灣50   ,20150302,   70.30,   70.55,   69.75,   70.00,     6589
0050   ,元大台灣50   ,20150303,   70.05,   70.10,   69.50,   69.90,     5067
0050   ,元大台灣50   ,20150304,   69.55,   70.05,   69.50,   69.95,     6414
0050   ,元大台灣50   ,20150305,   69.95,   70.00,   69.35,   69.70,     3761
0050   ,元大台灣50   ,20150306,   69.55,   69.90,   69.30,   69.80,     3067
0050   ,元大台灣50   ,20150309,   69.45,   69.50,   68.90,   69.10,     7464
0050   ,元大台灣50   ,20150310,   69.00,   69.05,   68.60,   68.95,     6958
0050   ,元大台灣50   ,20150311,   68.35,   69.15,   68.30,   69.05,    10039
0050   ,元大台灣50   ,20150312,   68.85,   69.65,   68.80,   69.65,     5710
0050   ,元大台灣50   ,20150313,   69.65,   69.75,   69.45,   69.45,     4527
0050   ,元大台灣50   ,20150316,   69.35,   69.35,   68.85,   68.90,     6079
0050   ,元大台灣50   ,20150317,   69.20,   69.75,   69.00,   69.15,     7096
0050   ,元大台灣50   ,20150318,   69.20,   70.15,   69.20,   69.90,    18621
0050   ,元大台灣50   ,20150319,   70.50,   70.90,   70.25,   70.65,    12488
0050   ,元大台灣50   ,20150320,   70.65,   70.65,   70.40,   70.55,     4499
0050   ,元大台灣50   ,20150323,   70.55,   70.90,   70.45,   70.75,     7600
0050   ,元大台灣50   ,20150324,   70.55,   70.85,   70.35,   70.50,     4504
0050   ,元大台灣50   ,20150325,   70.50,   70.60,   70.10,   70.25,     4458
0050   ,元大台灣50   ,20150326,   69.40,   69.70,   69.15,   69.40,     9508
0050   ,元大台灣50   ,20150327,   69.40,   69.40,   68.65,   68.75,    10014
0050   ,元大台灣50   ,20150330,   68.75,   68.90,   68.55,   68.80,    10353
0050   ,元大台灣50   ,20150331,   69.00,   69.25,   68.80,   69.05,     7643
0050   ,元大台灣50   ,20150401,   68.70,   68.85,   68.50,   68.65,     8234
0050   ,元大台灣50   ,20150402,   68.90,   69.75,   68.90,   69.50,     7800
0050   ,元大台灣50   ,20150407,   69.55,   69.70,   69.35,   69.60,     3447
0050   ,元大台灣50   ,20150408,   69.60,   69.60,   68.85,   69.00,     5069
0050   ,元大台灣50   ,20150409,   69.00,   69.85,   68.95,   69.10,     6205
0050   ,元大台灣50   ,20150410,   69.70,   69.80,   69.45,   69.65,     4600
0050   ,元大台灣50   ,20150413,   69.90,   69.95,   69.65,   69.85,     4199
0050   ,元大台灣50   ,20150414,   69.85,   69.85,   69.50,   69.50,     4562
0050   ,元大台灣50   ,20150415,   69.25,   69.50,   68.40,   68.65,    17266
0050   ,元大台灣50   ,20150416,   68.95,   69.70,   68.90,   69.70,    15774
0050   ,元大台灣50   ,20150417,   69.55,   69.55,   68.90,   69.05,     9237
0050   ,元大台灣50   ,20150420,   68.70,   69.15,   68.55,   68.95,     9571
0050   ,元大台灣50   ,20150421,   69.05,   69.30,   68.85,   68.95,     2864
0050   ,元大台灣50   ,20150422,   69.30,   69.80,   69.25,   69.65,    11311
0050   ,元大台灣50   ,20150423,   70.20,   71.50,   70.15,   71.50,    24334
0050   ,元大台灣50   ,20150424,   71.70,   72.85,   71.70,   72.20,    26527
0050   ,元大台灣50   ,20150427,   73.00,   73.30,   72.60,   72.75,    13281
0050   ,元大台灣50   ,20150428,   72.85,   73.10,   72.35,   72.60,    16465
0050   ,元大台灣50   ,20150429,   72.50,   72.70,   71.60,   71.80,    10074
0050   ,元大台灣50   ,20150430,   71.60,   71.80,   71.15,   71.45,     6780
0050   ,元大台灣50   ,20150504,   71.45,   71.65,   70.85,   71.60,     5381
0050   ,元大台灣50   ,20150505,   71.40,   71.40,   70.90,   71.20,     6801
0050   ,元大台灣50   ,20150506,   70.80,   71.40,   70.50,   71.30,     6603
0050   ,元大台灣50   ,20150507,   70.80,   70.80,   70.15,   70.45,    10204
0050   ,元大台灣50   ,20150508,   70.45,   70.65,   70.45,   70.50,     5647
0050   ,元大台灣50   ,20150511,   71.00,   71.20,   70.30,   70.85,    11222
0050   ,元大台灣50   ,20150512,   70.60,   70.85,   70.55,   70.70,     9064
0050   ,元大台灣50   ,20150513,   70.70,   71.20,   70.70,   71.10,     6874
0050   ,元大台灣50   ,20150514,   70.85,   70.95,   70.00,   70.10,    16520
0050   ,元大台灣50   ,20150515,   70.30,   70.35,   69.70,   70.00,    11642
0050   ,元大台灣50   ,20150518,   70.05,   70.30,   70.00,   70.25,     3248
0050   ,元大台灣50   ,20150519,   70.40,   71.45,   70.40,   71.30,     8458
0050   ,元大台灣50   ,20150520,   71.25,   71.25,   70.80,   70.80,     7530
0050   ,元大台灣50   ,20150521,   70.15,   70.20,   69.75,   70.15,    11567
0050   ,元大台灣50   ,20150522,   70.20,   70.95,   70.20,   70.70,     6152
0050   ,元大台灣50   ,20150525,   70.45,   70.95,   70.30,   70.70,     2391
0050   ,元大台灣50   ,20150526,   71.20,   71.60,   70.80,   71.00,     7521
0050   ,元大台灣50   ,20150527,   70.85,   71.30,   70.70,   71.15,     5812
0050   ,元大台灣50   ,20150528,   71.75,   71.90,   71.25,   71.50,     5790
0050   ,元大台灣50   ,20150529,   71.70,   71.70,   71.05,   71.10,     4900
0050   ,元大台灣50   ,20150601,   71.10,   71.15,   70.25,   70.50,     7850
0050   ,元大台灣50   ,20150602,   70.45,   70.50,   70.00,   70.40,     4867
0050   ,元大台灣50   ,20150603,   70.30,   70.40,   69.90,   69.95,     6558
0050   ,元大台灣50   ,20150604,   69.80,   69.90,   68.35,   68.60,    28182
0050   ,元大台灣50   ,20150605,   68.50,   68.60,   68.20,   68.45,    15106
0050   ,元大台灣50   ,20150608,   68.30,   69.05,   68.00,   68.90,     9094
0050   ,元大台灣50   ,20150609,   68.50,   68.60,   68.00,   68.35,    18429
0050   ,元大台灣50   ,20150610,   68.55,   68.90,   68.45,   68.65,     8666
0050   ,元大台灣50   ,20150611,   68.80,   68.90,   68.40,   68.85,     7352
0050   ,元大台灣50   ,20150612,   68.90,   69.00,   68.45,   68.80,     3175
0050   ,元大台灣50   ,20150615,   68.80,   69.00,   68.50,   68.65,     3761
0050   ,元大台灣50   ,20150616,   68.65,   68.65,   68.05,   68.20,     8681
0050   ,元大台灣50   ,20150617,   68.20,   68.75,   68.20,   68.50,     5564
0050   ,元大台灣50   ,20150618,   68.45,   68.55,   68.20,   68.40,    10688
0050   ,元大台灣50   ,20150622,   68.75,   69.40,   68.75,   69.35,    11310
0050   ,元大台灣50   ,20150623,   69.55,   69.85,   69.35,   69.55,     5311
0050   ,元大台灣50   ,20150624,   69.60,   69.70,   69.40,   69.65,     6127
0050   ,元大台灣50   ,20150625,   70.00,   70.65,   70.00,   70.45,    13815
0050   ,元大台灣50   ,20150626,   70.45,   70.45,   70.15,   70.45,     4926
0050   ,元大台灣50   ,20150629,   69.35,   69.60,   68.75,   68.80,    11576
0050   ,元大台灣50   ,20150630,   68.80,   69.40,   68.80,   69.40,     4093
0050   ,元大台灣50   ,20150701,   69.40,   70.30,   69.25,   70.05,     6063
0050   ,元大台灣50   ,20150702,   70.20,   70.25,   69.85,   70.10,     4340
0050   ,元大台灣50   ,20150703,   70.00,   70.20,   69.25,   70.10,     7762
0050   ,元大台灣50   ,20150706,   69.55,   70.05,   69.20,   69.30,     7584
0050   ,元大台灣50   ,20150707,   69.65,   70.10,   69.45,   69.60,     4706
0050   ,元大台灣50   ,20150708,   69.20,   69.20,   67.45,   67.50,    37899
0050   ,元大台灣50   ,20150709,   66.80,   67.35,   66.10,   67.10,    33083
0050   ,元大台灣50   ,20150713,   68.00,   68.10,   67.20,   68.10,    15806
0050   ,元大台灣50   ,20150714,   68.30,   68.70,   68.05,   68.10,     9618
0050   ,元大台灣50   ,20150715,   68.30,   68.65,   68.00,   68.25,     8865
0050   ,元大台灣50   ,20150716,   68.60,   68.95,   68.20,   68.60,     6939
0050   ,元大台灣50   ,20150717,   68.35,   68.65,   68.30,   68.50,     3432
0050   ,元大台灣50   ,20150720,   69.00,   69.20,   67.80,   68.00,     7832
0050   ,元大台灣50   ,20150721,   68.35,   68.65,   68.00,   68.65,     3363
0050   ,元大台灣50   ,20150722,   68.20,   68.30,   67.70,   67.80,    14139
0050   ,元大台灣50   ,20150723,   67.50,   67.85,   66.85,   67.15,    20981
0050   ,元大台灣50   ,20150724,   67.05,   67.25,   66.50,   66.75,    19922
0050   ,元大台灣50   ,20150727,   66.40,   66.55,   65.55,   65.80,    28446
0050   ,元大台灣50   ,20150728,   65.75,   66.30,   65.50,   65.85,    17518
0050   ,元大台灣50   ,20150729,   65.90,   65.90,   65.10,   65.40,    18492
0050   ,元大台灣50   ,20150730,   65.60,   66.55,   65.55,   66.50,     7473
0050   ,元大台灣50   ,20150731,   66.50,   66.55,   65.80,   66.15,    11169
0050   ,元大台灣50   ,20150803,   65.90,   65.90,   64.90,   65.25,    15758
0050   ,元大台灣50   ,20150804,   65.50,   66.00,   65.00,   65.30,    12310
0050   ,元大台灣50   ,20150805,   65.55,   66.00,   65.30,   65.70,     9875
0050   ,元大台灣50   ,20150806,   66.00,   66.05,   64.55,   65.00,    23620
0050   ,元大台灣50   ,20150807,   64.50,   65.00,   64.20,   64.70,     6898
0050   ,元大台灣50   ,20150810,   64.60,   64.75,   64.00,   64.55,    10082
0050   ,元大台灣50   ,20150811,   65.30,   65.80,   64.40,   64.55,    17411
0050   ,元大台灣50   ,20150812,   64.25,   64.45,   63.00,   63.45,    24218
0050   ,元大台灣50   ,20150813,   63.45,   63.90,   63.35,   63.55,    16147
0050   ,元大台灣50   ,20150814,   63.45,   63.75,   63.15,   63.30,     8405
0050   ,元大台灣50   ,20150817,   63.30,   63.30,   62.70,   62.90,    13852
0050   ,元大台灣50   ,20150818,   63.00,   63.30,   62.45,   62.55,     9841
0050   ,元大台灣50   ,20150819,   62.40,   62.50,   61.30,   61.60,    17595
0050   ,元大台灣50   ,20150820,   61.25,   61.85,   60.95,   61.40,    19329
0050   ,元大台灣50   ,20150821,   60.60,   60.75,   59.80,   59.80,    28076
0050   ,元大台灣50   ,20150824,   59.10,   59.10,   55.40,   57.50,    61317
0050   ,元大台灣50   ,20150825,   57.50,   60.00,   57.50,   60.00,    43487
0050   ,元大台灣50   ,20150826,   59.30,   60.50,   58.65,   60.35,    17123
0050   ,元大台灣50   ,20150827,   60.60,   60.65,   60.00,   60.15,    18326
0050   ,元大台灣50   ,20150828,   61.00,   61.90,   61.00,   61.80,    18684
0050   ,元大台灣50   ,20150831,   61.30,   62.35,   61.20,   62.30,    18957
0050   ,元大台灣50   ,20150901,   61.90,   62.60,   61.50,   61.75,    12340
0050   ,元大台灣50   ,20150902,   61.10,   62.30,   60.95,   62.10,    18170
0050   ,元大台灣50   ,20150903,   62.35,   62.40,   61.60,   62.15,     7543
0050   ,元大台灣50   ,20150904,   62.15,   62.55,   61.35,   61.35,    15808
0050   ,元大台灣50   ,20150907,   61.30,   62.30,   61.10,   61.25,    10155
0050   ,元大台灣50   ,20150908,   61.50,   61.65,   61.10,   61.45,     9642
0050   ,元大台灣50   ,20150909,   62.65,   64.15,   62.65,   64.15,    24002
0050   ,元大台灣50   ,20150910,   63.80,   63.80,   63.15,   63.45,    10184
0050   ,元大台灣50   ,20150911,   63.30,   63.70,   63.05,   63.50,     7961
0050   ,元大台灣50   ,20150914,   63.90,   64.00,   63.25,   63.65,     4389
0050   ,元大台灣50   ,20150915,   63.75,   63.85,   63.05,   63.15,     5767
0050   ,元大台灣50   ,20150916,   63.65,   64.00,   63.40,   63.90,     7422
0050   ,元大台灣50   ,20150917,   64.50,   65.15,   64.50,   65.00,    12909
0050   ,元大台灣50   ,20150918,   65.00,   65.00,   64.55,   64.85,     3507
0050   ,元大台灣50   ,20150921,   64.05,   64.10,   63.20,   63.45,     9987
0050   ,元大台灣50   ,20150922,   63.55,   63.95,   63.55,   63.80,     4330
0050   ,元大台灣50   ,20150923,   63.20,   63.20,   62.20,   62.35,    10045
0050   ,元大台灣50   ,20150924,   62.55,   62.85,   61.90,   62.00,     7364
0050   ,元大台灣50   ,20150925,   62.15,   62.35,   61.60,   62.25,     5982
0050   ,元大台灣50   ,20150930,   61.45,   62.60,   61.45,   62.40,     8574
0050   ,元大台灣50   ,20151001,   62.60,   63.70,   62.20,   63.60,    11986
0050   ,元大台灣50   ,20151002,   63.35,   63.60,   63.10,   63.25,     7571
0050   ,元大台灣50   ,20151005,   63.80,   64.00,   63.25,   63.40,     5383
0050   ,元大台灣50   ,20151006,   64.15,   64.70,   63.85,   63.90,     8300
0050   ,元大台灣50   ,20151007,   63.90,   64.85,   63.90,   64.85,     8637
0050   ,元大台灣50   ,20151008,   65.10,   65.30,   64.60,   64.70,    12360
0050   ,元大台灣50   ,20151012,   65.05,   65.90,   65.05,   65.55,    17465
0050   ,元大台灣50   ,20151013,   65.60,   65.65,   65.15,   65.30,     7489
0050   ,元大台灣50   ,20151014,   65.30,   65.30,   64.95,   65.05,     7135
0050   ,元大台灣50   ,20151015,   65.65,   66.35,   65.65,   66.00,    14357
0050   ,元大台灣50   ,20151016,   65.95,   66.00,   65.60,   65.75,     8189
0050   ,元大台灣50   ,20151019,   66.00,   66.20,   65.70,   65.95,     7411
0050   ,元大台灣50   ,20151020,   66.00,   66.10,   65.80,   65.95,     4526
0050   ,元大台灣50   ,20151021,   66.10,   66.15,   65.40,   65.50,    11498
0050   ,元大台灣50   ,20151022,   65.30,   65.60,   65.25,   65.50,     8066
0050   ,元大台灣50   ,20151023,   66.20,   66.50,   65.85,   65.90,    20687
0050   ,元大台灣50   ,20151026,   64.50,   64.85,   64.45,   64.55,    12082
0050   ,元大台灣50   ,20151027,   64.50,   64.55,   63.95,   64.20,     5723
0050   ,元大台灣50   ,20151028,   64.20,   64.25,   63.60,   63.75,     5075
0050   ,元大台灣50   ,20151029,   64.10,   64.30,   63.10,   63.30,     8413
0050   ,元大台灣50   ,20151030,   63.30,   63.45,   62.80,   63.20,     5991
0050   ,元大台灣50   ,20151102,   63.10,   63.40,   62.60,   63.30,     4831
0050   ,元大台灣50   ,20151103,   63.80,   64.40,   63.80,   64.30,     9293
0050   ,元大台灣50   ,20151104,   64.75,   65.60,   64.70,   65.55,    16551
0050   ,元大台灣50   ,20151105,   65.65,   65.65,   65.25,   65.40,     5902
0050   ,元大台灣50   ,20151106,   65.40,   65.40,   63.65,   64.10,    11915
0050   ,元大台灣50   ,20151109,   64.00,   64.35,   63.60,   63.65,     5532
0050   ,元大台灣50   ,20151110,   63.30,   63.40,   62.85,   62.90,     8847
0050   ,元大台灣50   ,20151111,   62.90,   63.00,   61.95,   62.15,    16293
0050   ,元大台灣50   ,20151112,   62.20,   62.40,   61.85,   62.25,    14213
0050   ,元大台灣50   ,20151113,   61.80,   62.45,   61.55,   61.60,    20384
0050   ,元大台灣50   ,20151116,   61.20,   61.30,   60.60,   61.15,    13429
0050   ,元大台灣50   ,20151117,   62.00,   62.60,   62.00,   62.35,     8728
0050   ,元大台灣50   ,20151118,   62.35,   62.35,   61.20,   61.40,    14981
0050   ,元大台灣50   ,20151119,   61.95,   62.30,   61.55,   62.30,    10131
0050   ,元大台灣50   ,20151120,   62.35,   62.50,   62.05,   62.30,     5421
0050   ,元大台灣50   ,20151123,   62.60,   62.75,   62.15,   62.60,     3462
0050   ,元大台灣50   ,20151124,   62.50,   62.65,   61.85,   61.95,     6598
0050   ,元大台灣50   ,20151125,   61.85,   62.10,   61.50,   61.95,     5964
0050   ,元大台灣50   ,20151126,   62.30,   62.95,   62.30,   62.80,     8642
0050   ,元大台灣50   ,20151127,   62.90,   62.90,   61.80,   61.95,     6290
0050   ,元大台灣50   ,20151130,   60.90,   61.20,   60.45,   61.20,    23268
0050   ,元大台灣50   ,20151201,   61.70,   62.45,   61.45,   62.40,     8409
0050   ,元大台灣50   ,20151202,   62.45,   62.75,   62.15,   62.30,     6361
0050   ,元大台灣50   ,20151203,   61.90,   62.55,   61.70,   62.40,     6065
0050   ,元大台灣50   ,20151204,   61.95,   61.95,   61.40,   61.75,    15048
0050   ,元大台灣50   ,20151207,   62.20,   63.00,   62.20,   62.50,    14814
0050   ,元大台灣50   ,20151208,   62.25,   62.30,   61.20,   61.50,     9200
0050   ,元大台灣50   ,20151209,   61.20,   61.35,   60.70,   60.75,    16089
0050   ,元大台灣50   ,20151210,   60.40,   60.75,   59.75,   60.55,    16616
0050   ,元大台灣50   ,20151211,   60.55,   60.70,   59.80,   59.85,    13835
0050   ,元大台灣50   ,20151214,   59.25,   59.65,   59.00,   59.40,     9528
0050   ,元大台灣50   ,20151215,   59.70,   60.05,   59.35,   59.45,     6796
0050   ,元大台灣50   ,20151216,   60.00,   60.40,   59.70,   60.35,     6530
0050   ,元大台灣50   ,20151217,   60.55,   61.05,   60.35,   61.05,     7609
0050   ,元大台灣50   ,20151218,   60.85,   61.25,   60.50,   60.75,     4893
0050   ,元大台灣50   ,20151221,   60.05,   60.75,   59.90,   60.65,     4340
0050   ,元大台灣50   ,20151222,   60.70,   60.90,   60.40,   60.80,     5138
0050   ,元大台灣50   ,20151223,   60.95,   61.30,   60.80,   60.90,     7263
0050   ,元大台灣50   ,20151224,   61.35,   61.65,   61.20,   61.20,     8456
0050   ,元大台灣50   ,20151225,   61.20,   61.60,   61.20,   61.60,     6546
0050   ,元大台灣50   ,20151228,   61.70,   61.70,   61.40,   61.45,     3449
0050   ,元大台灣50   ,20151229,   61.40,   61.40,   60.80,   61.00,     3966
0050   ,元大台灣50   ,20151230,   61.15,   61.15,   60.45,   60.55,     7262
0050   ,元大台灣50   ,20151231,   60.55,   60.95,   60.50,   60.75,     3894
0050   ,元大台灣50   ,20160104,   60.80,   60.95,   59.05,   59.55,    16928
0050   ,元大台灣50   ,20160105,   59.50,   59.75,   58.85,   59.05,    21783
0050   ,元大台灣50   ,20160106,   59.05,   59.05,   57.90,   58.45,    28939
0050   ,元大台灣50   ,20160107,   58.30,   58.30,   56.70,   57.35,    39962
0050   ,元大台灣50   ,20160108,   57.00,   57.70,   56.85,   57.45,    25450
0050   ,元大台灣50   ,20160111,   56.90,   56.95,   56.00,   56.55,    24356
