證券代碼,簡稱,年月日,開盤價,最高價,最低價,收盤價,成交量
0050   ,元大台灣50   ,20120329,   55.20,   55.20,   54.35,   54.70,    10460
0050   ,元大台灣50   ,20120330,   54.50,   54.90,   54.20,   54.90,     8895
0050   ,元大台灣50   ,20120402,   54.90,   54.90,   54.50,   54.70,     4412
0050   ,元大台灣50   ,20120403,   54.85,   54.90,   54.10,   54.25,     9361
0050   ,元大台灣50   ,20120405,   53.45,   53.80,   53.05,   53.65,    14638
0050   ,元大台灣50   ,20120406,   53.60,   53.85,   53.40,   53.75,    15954
0050   ,元大台灣50   ,20120409,   53.00,   53.50,   52.70,   53.10,    18841
0050   ,元大台灣50   ,20120410,   53.55,   53.60,   52.90,   53.10,     6629
0050   ,元大台灣50   ,20120411,   52.70,   53.45,   52.70,   53.30,    12285
0050   ,元大台灣50   ,20120412,   53.05,   53.40,   52.85,   53.35,     9449
0050   ,元大台灣50   ,20120413,   53.80,   54.05,   53.65,   53.95,     8534
0050   ,元大台灣50   ,20120416,   53.45,   53.80,   53.45,   53.80,     5518
0050   ,元大台灣50   ,20120417,   53.90,   53.90,   52.90,   52.90,    21792
0050   ,元大台灣50   ,20120418,   53.50,   53.50,   52.95,   53.00,    11436
0050   ,元大台灣50   ,20120419,   53.05,   53.20,   52.50,   53.05,     9678
0050   ,元大台灣50   ,20120420,   52.90,   52.95,   52.30,   52.35,    15623
0050   ,元大台灣50   ,20120423,   52.30,   52.40,   51.85,   52.30,    18551
0050   ,元大台灣50   ,20120424,   52.25,   52.65,   52.05,   52.40,     6802
0050   ,元大台灣50   ,20120425,   52.60,   52.80,   52.45,   52.70,     3254
0050   ,元大台灣50   ,20120426,   52.80,   52.85,   52.20,   52.30,     5918
0050   ,元大台灣50   ,20120427,   52.60,   53.05,   52.10,   52.20,    12943
0050   ,元大台灣50   ,20120430,   52.10,   52.10,   51.65,   52.05,    12293
0050   ,元大台灣50   ,20120502,   52.25,   53.35,   52.20,   53.35,    12132
0050   ,元大台灣50   ,20120503,   53.25,   53.25,   52.95,   53.10,     5177
0050   ,元大台灣50   ,20120504,   52.80,   53.30,   52.65,   53.20,    11424
0050   ,元大台灣50   ,20120507,   52.45,   52.45,   51.85,   52.05,    21312
0050   ,元大台灣50   ,20120508,   52.20,   52.25,   51.90,   52.05,     9194
0050   ,元大台灣50   ,20120509,   51.65,   51.85,   51.35,   51.70,    22880
0050   ,元大台灣50   ,20120510,   51.60,   52.00,   51.55,   51.70,     7132
0050   ,元大台灣50   ,20120511,   51.60,   51.60,   51.05,   51.15,    29045
0050   ,元大台灣50   ,20120514,   51.30,   51.30,   50.95,   51.20,    10200
0050   ,元大台灣50   ,20120515,   50.90,   51.20,   50.55,   51.20,    21664
0050   ,元大台灣50   ,20120516,   51.00,   51.10,   50.10,   50.20,    32978
0050   ,元大台灣50   ,20120517,   50.25,   50.85,   50.25,   50.80,     7940
0050   ,元大台灣50   ,20120518,   50.05,   50.25,   49.62,   49.67,    37830
0050   ,元大台灣50   ,20120521,   49.95,   50.05,   49.74,   49.95,    14716
0050   ,元大台灣50   ,20120522,   50.35,   50.40,   50.05,   50.40,     9359
0050   ,元大台灣50   ,20120523,   49.90,   49.90,   49.39,   49.49,    23947
0050   ,元大台灣50   ,20120524,   49.55,   49.69,   49.15,   49.38,    12526
0050   ,元大台灣50   ,20120525,   49.45,   49.45,   48.95,   49.01,    13503
0050   ,元大台灣50   ,20120528,   49.01,   49.47,   48.85,   49.47,     6212
0050   ,元大台灣50   ,20120529,   49.60,   50.80,   49.60,   50.70,    17147
0050   ,元大台灣50   ,20120530,   50.35,   50.35,   49.83,   50.10,    11745
0050   ,元大台灣50   ,20120531,   49.55,   50.15,   49.24,   50.15,    13194
0050   ,元大台灣50   ,20120601,   49.85,   49.85,   49.10,   49.15,    13961
0050   ,元大台灣50   ,20120604,   48.20,   48.20,   47.45,   47.68,    37179
0050   ,元大台灣50   ,20120605,   48.42,   48.45,   48.04,   48.30,     9722
0050   ,元大台灣50   ,20120606,   48.40,   48.72,   48.22,   48.63,     5408
0050   ,元大台灣50   ,20120607,   49.10,   49.12,   48.63,   48.74,     6003
0050   ,元大台灣50   ,20120608,   48.57,   48.60,   47.90,   48.00,    12950
0050   ,元大台灣50   ,20120611,   48.86,   49.07,   48.65,   48.99,     8363
0050   ,元大台灣50   ,20120612,   48.10,   48.61,   48.10,   48.61,     5161
0050   ,元大台灣50   ,20120613,   48.61,   48.83,   48.46,   48.71,     3990
0050   ,元大台灣50   ,20120614,   48.71,   49.00,   48.63,   48.78,     3406
0050   ,元大台灣50   ,20120615,   48.78,   49.40,   48.68,   49.40,     6219
0050   ,元大台灣50   ,20120618,   50.40,   50.50,   50.00,   50.20,     9888
0050   ,元大台灣50   ,20120619,   50.00,   50.10,   49.86,   49.91,     7268
0050   ,元大台灣50   ,20120620,   50.15,   50.45,   50.15,   50.45,     9657
0050   ,元大台灣50   ,20120621,   50.20,   50.30,   49.88,   50.15,     4587
0050   ,元大台灣50   ,20120622,   49.20,   49.62,   49.20,   49.56,     6191
0050   ,元大台灣50   ,20120625,   49.04,   49.29,   49.03,   49.20,     7112
0050   ,元大台灣50   ,20120626,   49.00,   49.10,   48.85,   48.99,    15276
0050   ,元大台灣50   ,20120627,   48.88,   49.50,   48.86,   49.45,     7521
0050   ,元大台灣50   ,20120628,   49.70,   49.75,   49.43,   49.53,    10454
0050   ,元大台灣50   ,20120629,   49.48,   50.30,   49.35,   50.20,    13651
0050   ,元大台灣50   ,20120702,   50.50,   50.70,   50.30,   50.60,     9704
0050   ,元大台灣50   ,20120703,   50.80,   51.50,   50.75,   51.20,    17112
0050   ,元大台灣50   ,20120704,   51.45,   51.75,   51.25,   51.40,     9961
0050   ,元大台灣50   ,20120705,   51.45,   51.65,   51.25,   51.30,     4998
0050   ,元大台灣50   ,20120706,   51.45,   51.55,   50.95,   51.00,    11019
0050   ,元大台灣50   ,20120709,   50.80,   51.05,   50.65,   50.95,     5879
0050   ,元大台灣50   ,20120710,   50.95,   51.00,   50.30,   50.40,     9034
0050   ,元大台灣50   ,20120711,   50.30,   50.55,   50.15,   50.55,     4163
0050   ,元大台灣50   ,20120712,   50.45,   50.50,   49.55,   49.65,    15500
0050   ,元大台灣50   ,20120713,   49.50,   49.70,   49.35,   49.50,     7929
0050   ,元大台灣50   ,20120716,   49.75,   49.80,   49.25,   49.50,     6443
0050   ,元大台灣50   ,20120717,   49.50,   50.05,   49.40,   49.85,     6753
0050   ,元大台灣50   ,20120718,   49.80,   49.80,   49.18,   49.20,     8505
0050   ,元大台灣50   ,20120719,   49.70,   50.30,   49.66,   50.20,     7663
0050   ,元大台灣50   ,20120720,   50.15,   50.25,   49.95,   50.15,     5701
0050   ,元大台灣50   ,20120723,   49.65,   49.70,   49.04,   49.25,    14881
0050   ,元大台灣50   ,20120724,   49.20,   49.20,   48.89,   49.12,    22240
0050   ,元大台灣50   ,20120725,   48.82,   49.21,   48.51,   48.86,    16634
0050   ,元大台灣50   ,20120726,   49.33,   49.33,   48.78,   48.94,     8170
0050   ,元大台灣50   ,20120727,   49.50,   49.95,   49.35,   49.92,     9753
0050   ,元大台灣50   ,20120730,   50.00,   50.55,   50.00,   50.25,    10029
0050   ,元大台灣50   ,20120731,   50.50,   51.10,   50.10,   51.10,    14837
0050   ,元大台灣50   ,20120801,   50.90,   51.30,   50.80,   51.20,     6881
0050   ,元大台灣50   ,20120803,   50.75,   50.90,   50.55,   50.90,     5086
0050   ,元大台灣50   ,20120806,   51.90,   52.00,   51.45,   51.55,    11035
0050   ,元大台灣50   ,20120807,   51.60,   51.65,   51.40,   51.60,     4202
0050   ,元大台灣50   ,20120808,   51.95,   52.20,   51.70,   51.75,     9545
0050   ,元大台灣50   ,20120809,   52.10,   52.90,   52.10,   52.85,    21225
0050   ,元大台灣50   ,20120810,   52.85,   53.05,   52.75,   52.80,    11291
0050   ,元大台灣50   ,20120813,   53.00,   53.25,   52.95,   53.00,    15662
0050   ,元大台灣50   ,20120814,   53.10,   53.55,   53.00,   53.25,    16024
0050   ,元大台灣50   ,20120815,   53.20,   53.40,   52.95,   53.05,    11946
0050   ,元大台灣50   ,20120816,   53.10,   53.50,   53.00,   53.20,     7953
0050   ,元大台灣50   ,20120817,   53.35,   53.35,   52.95,   52.95,     5270
0050   ,元大台灣50   ,20120820,   52.85,   53.05,   52.55,   52.80,     9862
0050   ,元大台灣50   ,20120821,   52.95,   53.80,   52.95,   53.40,    27066
0050   ,元大台灣50   ,20120822,   53.35,   53.40,   53.00,   53.35,     5560
0050   ,元大台灣50   ,20120823,   53.20,   53.50,   53.15,   53.30,     8522
0050   ,元大台灣50   ,20120824,   53.00,   53.20,   52.95,   53.10,    11023
0050   ,元大台灣50   ,20120827,   53.45,   53.55,   53.00,   53.20,     7381
0050   ,元大台灣50   ,20120828,   52.95,   52.95,   52.45,   52.50,     9135
0050   ,元大台灣50   ,20120829,   52.40,   52.80,   52.40,   52.70,     2819
0050   ,元大台灣50   ,20120830,   52.45,   52.70,   52.40,   52.55,     6947
0050   ,元大台灣50   ,20120831,   52.50,   52.85,   52.45,   52.75,     3002
0050   ,元大台灣50   ,20120903,   52.70,   53.25,   52.70,   53.15,     7153
0050   ,元大台灣50   ,20120904,   53.15,   53.30,   53.00,   53.05,     7304
0050   ,元大台灣50   ,20120905,   52.90,   52.90,   52.35,   52.35,     5020
0050   ,元大台灣50   ,20120906,   52.30,   52.50,   51.90,   52.15,     5866
0050   ,元大台灣50   ,20120907,   53.10,   53.20,   52.80,   52.95,     7668
0050   ,元大台灣50   ,20120910,   52.95,   53.35,   52.90,   53.35,     8807
0050   ,元大台灣50   ,20120911,   53.35,   53.50,   53.25,   53.30,     8196
0050   ,元大台灣50   ,20120912,   53.75,   54.15,   53.75,   54.05,    21342
0050   ,元大台灣50   ,20120913,   54.20,   54.30,   54.05,   54.15,    11501
0050   ,元大台灣50   ,20120914,   54.80,   55.60,   54.80,   55.50,    35619
0050   ,元大台灣50   ,20120917,   55.50,   55.80,   55.35,   55.60,    20149
0050   ,元大台灣50   ,20120918,   55.50,   55.60,   55.25,   55.40,    17291
0050   ,元大台灣50   ,20120919,   55.45,   55.75,   55.35,   55.65,    20680
0050   ,元大台灣50   ,20120920,   55.55,   55.65,   55.10,   55.25,    12362
0050   ,元大台灣50   ,20120921,   55.35,   55.60,   55.35,   55.45,    11670
0050   ,元大台灣50   ,20120924,   55.30,   55.70,   54.95,   55.50,    15113
0050   ,元大台灣50   ,20120925,   55.60,   55.65,   55.25,   55.30,     7763
0050   ,元大台灣50   ,20120926,   54.90,   55.15,   54.75,   54.90,     5912
0050   ,元大台灣50   ,20120927,   54.80,   55.15,   54.80,   55.10,     4809
0050   ,元大台灣50   ,20120928,   55.25,   55.35,   54.80,   55.15,     4580
0050   ,元大台灣50   ,20121001,   55.00,   55.10,   54.75,   55.00,     4006
0050   ,元大台灣50   ,20121002,   55.10,   55.35,   54.95,   55.25,     6552
0050   ,元大台灣50   ,20121003,   55.25,   55.30,   54.90,   55.00,     3633
0050   ,元大台灣50   ,20121004,   55.00,   55.10,   54.50,   55.05,     8104
0050   ,元大台灣50   ,20121005,   55.00,   55.30,   55.00,   55.10,    11700
0050   ,元大台灣50   ,20121008,   55.00,   55.05,   54.55,   54.65,     9556
0050   ,元大台灣50   ,20121009,   54.75,   54.75,   54.40,   54.40,     8493
0050   ,元大台灣50   ,20121011,   53.70,   53.70,   53.20,   53.30,    30659
0050   ,元大台灣50   ,20121012,   53.30,   53.40,   52.90,   53.15,    16268
0050   ,元大台灣50   ,20121015,   53.05,   53.25,   53.00,   53.25,    10241
0050   ,元大台灣50   ,20121016,   53.40,   53.50,   53.30,   53.50,     8036
0050   ,元大台灣50   ,20121017,   53.90,   53.90,   53.30,   53.40,    16203
0050   ,元大台灣50   ,20121018,   53.70,   53.80,   53.45,   53.65,    11622
0050   ,元大台灣50   ,20121019,   53.60,   53.60,   53.05,   53.25,    16779
0050   ,元大台灣50   ,20121022,   52.60,   52.90,   52.40,   52.90,    13005
0050   ,元大台灣50   ,20121023,   52.90,   53.10,   52.65,   52.90,    30800
0050   ,元大台灣50   ,20121024,   50.55,   51.00,   50.45,   51.00,    18503
0050   ,元大台灣50   ,20121025,   50.95,   50.95,   50.45,   50.50,    20563
0050   ,元大台灣50   ,20121026,   50.70,   50.75,   49.87,   49.91,    26363
0050   ,元大台灣50   ,20121029,   49.99,   50.20,   49.87,   50.00,    15100
0050   ,元大台灣50   ,20121030,   50.30,   50.65,   50.20,   50.45,    12686
0050   ,元大台灣50   ,20121031,   50.70,   50.70,   50.20,   50.40,     6854
0050   ,元大台灣50   ,20121101,   50.10,   50.55,   49.60,   50.35,    16368
0050   ,元大台灣50   ,20121102,   50.70,   50.70,   50.50,   50.70,     7148
0050   ,元大台灣50   ,20121105,   50.55,   50.70,   50.30,   50.50,     8125
0050   ,元大台灣50   ,20121106,   50.65,   50.95,   50.40,   50.90,     9619
0050   ,元大台灣50   ,20121107,   50.90,   51.20,   50.65,   51.15,    11045
0050   ,元大台灣50   ,20121108,   50.60,   50.75,   50.50,   50.75,     9785
0050   ,元大台灣50   ,20121109,   50.35,   51.30,   50.25,   51.10,    10005
0050   ,元大台灣50   ,20121112,   51.30,   51.30,   50.85,   50.90,     7505
0050   ,元大台灣50   ,20121113,   51.00,   51.00,   50.00,   50.05,    14839
0050   ,元大台灣50   ,20121114,   49.95,   50.25,   49.82,   50.15,     7656
0050   ,元大台灣50   ,20121115,   50.00,   50.25,   49.50,   50.00,    11845
0050   ,元大台灣50   ,20121116,   49.95,   50.35,   49.78,   49.94,    13698
0050   ,元大台灣50   ,20121119,   50.30,   50.35,   50.05,   50.25,     4365
0050   ,元大台灣50   ,20121120,   50.70,   50.70,   50.25,   50.35,     4985
0050   ,元大台灣50   ,20121121,   50.45,   50.50,   49.70,   49.97,    13326
0050   ,元大台灣50   ,20121122,   50.30,   50.35,   50.10,   50.20,     7869
0050   ,元大台灣50   ,20121123,   50.55,   51.80,   50.50,   51.70,    19224
0050   ,元大台灣50   ,20121126,   51.80,   52.30,   51.80,   52.20,    13124
0050   ,元大台灣50   ,20121127,   52.20,   52.50,   52.00,   52.40,     8538
0050   ,元大台灣50   ,20121128,   52.40,   52.50,   52.20,   52.45,     4523
0050   ,元大台灣50   ,20121129,   52.65,   53.10,   52.65,   53.10,    19857
0050   ,元大台灣50   ,20121130,   53.10,   53.70,   53.00,   53.55,    29758
0050   ,元大台灣50   ,20121203,   53.55,   53.80,   53.20,   53.50,    11201
0050   ,元大台灣50   ,20121204,   53.05,   53.45,   53.05,   53.45,    10697
0050   ,元大台灣50   ,20121205,   53.30,   53.80,   53.10,   53.75,    13587
0050   ,元大台灣50   ,20121206,   53.75,   53.75,   53.45,   53.60,    11294
0050   ,元大台灣50   ,20121207,   53.65,   54.05,   53.65,   53.90,    16314
0050   ,元大台灣50   ,20121210,   53.90,   54.05,   53.50,   53.70,     9932
0050   ,元大台灣50   ,20121211,   53.65,   53.80,   53.30,   53.65,     8904
0050   ,元大台灣50   ,20121212,   53.80,   54.30,   53.80,   54.10,    18649
0050   ,元大台灣50   ,20121213,   54.30,   54.80,   54.25,   54.70,    22337
0050   ,元大台灣50   ,20121214,   54.60,   54.60,   54.20,   54.20,     9058
0050   ,元大台灣50   ,20121217,   54.20,   54.20,   53.40,   53.50,     5560
0050   ,元大台灣50   ,20121218,   53.75,   53.75,   53.40,   53.55,     6360
0050   ,元大台灣50   ,20121219,   53.95,   53.95,   53.60,   53.70,     4659
0050   ,元大台灣50   ,20121220,   53.35,   53.50,   53.05,   53.05,     7276
0050   ,元大台灣50   ,20121221,   53.05,   53.20,   52.40,   52.80,    11689
0050   ,元大台灣50   ,20121222,   52.60,   53.00,   52.60,   52.95,     4238
0050   ,元大台灣50   ,20121224,   52.90,   53.05,   52.65,   52.70,     4391
0050   ,元大台灣50   ,20121225,   52.75,   53.70,   52.75,   53.60,    11578
0050   ,元大台灣50   ,20121226,   53.60,   53.75,   53.40,   53.50,    18127
0050   ,元大台灣50   ,20121227,   53.20,   53.60,   53.20,   53.45,    11013
0050   ,元大台灣50   ,20121228,   53.70,   53.95,   53.65,   53.80,    19932
0050   ,元大台灣50   ,20130102,   54.00,   54.65,   53.90,   54.40,    16487
0050   ,元大台灣50   ,20130103,   54.90,   55.05,   54.65,   54.85,    29020
0050   ,元大台灣50   ,20130104,   54.85,   54.85,   54.40,   54.50,     9837
0050   ,元大台灣50   ,20130107,   54.55,   54.55,   53.90,   54.25,     8910
0050   ,元大台灣50   ,20130108,   54.00,   54.20,   53.65,   53.90,    12507
0050   ,元大台灣50   ,20130109,   53.75,   54.30,   53.75,   54.10,     7529
0050   ,元大台灣50   ,20130110,   54.30,   54.65,   54.15,   54.50,    13953
0050   ,元大台灣50   ,20130111,   54.70,   54.80,   54.35,   54.45,    11837
0050   ,元大台灣50   ,20130114,   54.00,   54.50,   53.80,   54.50,     7282
0050   ,元大台灣50   ,20130115,   54.20,   54.45,   53.90,   54.00,     6609
0050   ,元大台灣50   ,20130116,   54.05,   54.05,   53.70,   53.70,     8142
0050   ,元大台灣50   ,20130117,   53.90,   54.20,   53.20,   53.30,    10084
0050   ,元大台灣50   ,20130118,   53.95,   53.95,   53.70,   53.95,     5410
0050   ,元大台灣50   ,20130121,   53.95,   54.05,   53.55,   53.90,     4525
0050   ,元大台灣50   ,20130122,   54.30,   54.30,   53.70,   54.05,    10501
0050   ,元大台灣50   ,20130123,   54.20,   54.30,   53.90,   54.00,     7266
0050   ,元大台灣50   ,20130124,   53.75,   53.90,   53.25,   53.70,    11334
0050   ,元大台灣50   ,20130125,   53.65,   53.70,   53.20,   53.50,     8521
0050   ,元大台灣50   ,20130128,   53.70,   53.95,   53.65,   53.75,     8708
0050   ,元大台灣50   ,20130129,   53.95,   54.50,   53.95,   54.50,    21973
0050   ,元大台灣50   ,20130130,   54.50,   54.75,   54.45,   54.60,    21672
0050   ,元大台灣50   ,20130131,   54.50,   54.60,   54.30,   54.60,    12643
0050   ,元大台灣50   ,20130201,   54.70,   54.85,   54.60,   54.80,    15057
0050   ,元大台灣50   ,20130204,   54.85,   55.40,   54.85,   55.20,    30980
0050   ,元大台灣50   ,20130205,   54.90,   55.10,   54.90,   55.00,    15988
0050   ,元大台灣50   ,20130206,   55.20,   55.50,   55.20,   55.40,    29434
0050   ,元大台灣50   ,20130218,   55.50,   55.90,   55.45,   55.60,    29739
0050   ,元大台灣50   ,20130219,   55.60,   55.75,   55.55,   55.65,    16817
0050   ,元大台灣50   ,20130220,   55.90,   56.20,   55.90,   56.10,    21814
0050   ,元大台灣50   ,20130221,   55.90,   56.05,   55.70,   55.70,     9951
0050   ,元大台灣50   ,20130222,   55.60,   55.85,   55.35,   55.50,     9130
0050   ,元大台灣50   ,20130223,   55.70,   55.90,   55.65,   55.80,     6375
0050   ,元大台灣50   ,20130225,   55.80,   55.80,   55.55,   55.70,    10431
0050   ,元大台灣50   ,20130226,   55.25,   55.40,   55.05,   55.10,     6753
0050   ,元大台灣50   ,20130227,   55.05,   55.20,   54.95,   55.20,     4605
0050   ,元大台灣50   ,20130301,   55.35,   55.55,   55.30,   55.40,     5730
0050   ,元大台灣50   ,20130304,   55.40,   55.45,   54.70,   54.75,     8270
0050   ,元大台灣50   ,20130305,   54.90,   55.35,   54.90,   55.20,    16081
0050   ,元大台灣50   ,20130306,   55.70,   55.75,   55.20,   55.45,     4640
0050   ,元大台灣50   ,20130307,   55.20,   55.65,   55.20,   55.40,     5956
0050   ,元大台灣50   ,20130308,   55.60,   55.90,   55.60,   55.80,    12380
0050   ,元大台灣50   ,20130311,   55.80,   56.10,   55.60,   55.90,    12066
0050   ,元大台灣50   ,20130312,   55.90,   56.00,   55.55,   55.55,     7442
0050   ,元大台灣50   ,20130313,   55.60,   55.95,   55.30,   55.65,    10205
0050   ,元大台灣50   ,20130314,   55.50,   55.60,   55.35,   55.60,    12133
0050   ,元大台灣50   ,20130315,   55.60,   55.70,   55.20,   55.20,     9551
0050   ,元大台灣50   ,20130318,   55.00,   55.00,   54.30,   54.50,    13219
0050   ,元大台灣50   ,20130319,   54.70,   54.75,   54.50,   54.60,     3373
0050   ,元大台灣50   ,20130320,   54.35,   54.55,   54.15,   54.25,     8821
0050   ,元大台灣50   ,20130321,   54.40,   54.45,   54.25,   54.30,     4929
0050   ,元大台灣50   ,20130322,   54.20,   54.35,   54.15,   54.15,     8202
0050   ,元大台灣50   ,20130325,   54.75,   54.75,   54.45,   54.55,     2648
0050   ,元大台灣50   ,20130326,   54.55,   54.60,   54.45,   54.55,     1956
0050   ,元大台灣50   ,20130327,   54.60,   54.85,   54.45,   54.70,     4540
0050   ,元大台灣50   ,20130328,   54.70,   54.75,   54.40,   54.55,     3315
0050   ,元大台灣50   ,20130329,   54.85,   55.15,   54.70,   55.10,     5875
0050   ,元大台灣50   ,20130401,   55.10,   55.20,   54.95,   55.00,     3729
0050   ,元大台灣50   ,20130402,   55.00,   55.10,   54.70,   54.85,     4937
0050   ,元大台灣50   ,20130403,   55.10,   55.15,   54.90,   55.00,     2925
0050   ,元大台灣50   ,20130408,   54.45,   54.50,   53.85,   53.85,    18559
0050   ,元大台灣50   ,20130409,   54.00,   54.05,   53.60,   53.70,     7681
0050   ,元大台灣50   ,20130410,   53.75,   53.95,   53.60,   53.80,     3118
0050   ,元大台灣50   ,20130411,   53.95,   54.40,   53.95,   54.35,     9842
0050   ,元大台灣50   ,20130412,   54.40,   54.50,   54.20,   54.35,     2297
0050   ,元大台灣50   ,20130415,   54.25,   54.35,   53.75,   53.90,     4111
0050   ,元大台灣50   ,20130416,   53.50,   54.00,   53.45,   54.00,     5150
0050   ,元大台灣50   ,20130417,   54.00,   54.10,   53.85,   53.90,     4995
0050   ,元大台灣50   ,20130418,   53.55,   54.10,   53.55,   53.85,     5605
0050   ,元大台灣50   ,20130419,   54.25,   55.50,   54.25,   55.45,    22459
0050   ,元大台灣50   ,20130422,   55.55,   55.65,   55.30,   55.40,    11412
0050   ,元大台灣50   ,20130423,   55.40,   55.40,   54.95,   55.10,     3673
0050   ,元大台灣50   ,20130424,   55.35,   55.75,   55.25,   55.55,    12432
0050   ,元大台灣50   ,20130425,   55.45,   55.75,   55.40,   55.65,    11885
0050   ,元大台灣50   ,20130426,   55.80,   56.20,   55.80,   55.85,    11113
0050   ,元大台灣50   ,20130429,   55.90,   56.00,   55.75,   55.80,     8140
0050   ,元大台灣50   ,20130430,   56.25,   56.55,   56.25,   56.40,    17616
0050   ,元大台灣50   ,20130502,   56.35,   56.65,   56.35,   56.55,    15919
0050   ,元大台灣50   ,20130503,   56.85,   57.00,   56.65,   56.65,    13217
0050   ,元大台灣50   ,20130506,   57.00,   57.15,   56.90,   56.90,     8575
0050   ,元大台灣50   ,20130507,   56.90,   57.20,   56.80,   57.10,    14262
0050   ,元大台灣50   ,20130508,   57.20,   58.10,   57.20,   57.85,    21793
0050   ,元大台灣50   ,20130509,   58.20,   58.45,   58.15,   58.20,    17797
0050   ,元大台灣50   ,20130510,   58.10,   58.15,   57.85,   57.90,     9240
0050   ,元大台灣50   ,20130513,   57.90,   58.00,   57.60,   57.75,     6700
0050   ,元大台灣50   ,20130514,   58.00,   58.25,   57.75,   57.90,    10934
0050   ,元大台灣50   ,20130515,   58.10,   58.10,   57.65,   57.95,    11719
0050   ,元大台灣50   ,20130516,   58.50,   58.90,   58.40,   58.70,    32187
0050   ,元大台灣50   ,20130517,   58.60,   58.70,   58.40,   58.40,     8651
0050   ,元大台灣50   ,20130520,   58.30,   58.50,   58.10,   58.30,     7993
0050   ,元大台灣50   ,20130521,   58.35,   58.70,   58.15,   58.30,     6989
0050   ,元大台灣50   ,20130522,   58.65,   58.70,   58.20,   58.25,     7429
0050   ,元大台灣50   ,20130523,   57.90,   58.00,   57.00,   57.00,    14865
0050   ,元大台灣50   ,20130524,   57.00,   57.20,   56.60,   56.85,     6949
0050   ,元大台灣50   ,20130527,   56.80,   57.35,   56.80,   57.35,     3285
0050   ,元大台灣50   ,20130528,   57.40,   57.45,   57.15,   57.15,     2342
0050   ,元大台灣50   ,20130529,   57.35,   57.80,   57.35,   57.65,     7988
0050   ,元大台灣50   ,20130530,   57.40,   57.45,   56.85,   56.95,     8823
0050   ,元大台灣50   ,20130531,   57.50,   57.70,   56.80,   56.95,     9240
0050   ,元大台灣50   ,20130603,   56.45,   56.75,   56.25,   56.70,     6538
0050   ,元大台灣50   ,20130604,   56.70,   56.80,   56.35,   56.60,     4243
0050   ,元大台灣50   ,20130605,   56.55,   56.75,   56.35,   56.60,     3459
0050   ,元大台灣50   ,20130606,   56.20,   56.30,   55.75,   55.90,    15077
0050   ,元大台灣50   ,20130607,   55.95,   56.15,   55.90,   56.05,     9058
0050   ,元大台灣50   ,20130610,   56.55,   56.70,   56.40,   56.50,     3505
0050   ,元大台灣50   ,20130611,   56.55,   56.65,   56.25,   56.35,     4689
0050   ,元大台灣50   ,20130613,   55.90,   55.90,   55.00,   55.00,    33023
0050   ,元大台灣50   ,20130614,   55.15,   55.15,   54.70,   54.80,    18099
0050   ,元大台灣50   ,20130617,   54.85,   55.15,   54.80,   55.15,     5347
0050   ,元大台灣50   ,20130618,   55.15,   55.40,   54.85,   55.40,     8771
0050   ,元大台灣50   ,20130619,   55.50,   55.50,   55.15,   55.30,     6076
0050   ,元大台灣50   ,20130620,   55.00,   55.00,   54.20,   54.25,    25487
0050   ,元大台灣50   ,20130621,   54.10,   54.10,   53.25,   53.60,    34639
0050   ,元大台灣50   ,20130624,   53.40,   53.50,   53.10,   53.40,    21260
0050   ,元大台灣50   ,20130625,   53.30,   53.70,   52.95,   53.00,    19437
0050   ,元大台灣50   ,20130626,   53.60,   53.80,   53.30,   53.70,     9915
0050   ,元大台灣50   ,20130627,   54.05,   54.35,   53.90,   54.35,    22275
0050   ,元大台灣50   ,20130628,   54.40,   55.10,   54.30,   55.10,    13714
0050   ,元大台灣50   ,20130701,   54.80,   55.70,   54.80,   55.60,    13788
0050   ,元大台灣50   ,20130702,   55.65,   55.75,   55.45,   55.50,     4672
0050   ,元大台灣50   ,20130703,   55.20,   55.40,   54.85,   54.85,     7004
0050   ,元大台灣50   ,20130704,   54.90,   55.15,   54.80,   54.95,     4877
0050   ,元大台灣50   ,20130705,   55.25,   56.05,   55.20,   56.05,    17674
0050   ,元大台灣50   ,20130708,   56.05,   56.05,   54.95,   55.00,     8666
0050   ,元大台灣50   ,20130709,   55.00,   55.70,   54.95,   55.65,     4074
0050   ,元大台灣50   ,20130710,   55.75,   56.30,   55.65,   55.80,     9107
0050   ,元大台灣50   ,20130711,   56.75,   57.40,   56.70,   57.20,    30308
0050   ,元大台灣50   ,20130712,   57.20,   57.40,   57.10,   57.35,    12910
0050   ,元大台灣50   ,20130715,   57.35,   57.70,   57.10,   57.50,    14187
0050   ,元大台灣50   ,20130716,   57.50,   57.60,   57.35,   57.50,     9554
0050   ,元大台灣50   ,20130717,   57.40,   57.75,   57.35,   57.60,    12990
0050   ,元大台灣50   ,20130718,   57.60,   57.65,   57.10,   57.20,    12640
0050   ,元大台灣50   ,20130719,   56.90,   56.90,   55.75,   55.95,    24692
0050   ,元大台灣50   ,20130722,   56.15,   56.40,   56.10,   56.15,     5257
0050   ,元大台灣50   ,20130723,   56.50,   57.20,   56.50,   57.05,     8971
0050   ,元大台灣50   ,20130724,   56.80,   57.15,   56.80,   56.90,     4960
0050   ,元大台灣50   ,20130725,   56.80,   57.15,   56.50,   57.00,     4111
0050   ,元大台灣50   ,20130726,   57.00,   57.40,   56.70,   56.90,     4896
0050   ,元大台灣50   ,20130729,   56.70,   56.85,   56.25,   56.50,     5925
